APP_ID,APP_NAME,CATEGORY,PRICE,CONTENT_RATING,DOWNLOADS,SIZE(M),CURRENT_VERSION,MIN_REQUIRED_ANDROID,LASTUPDATED,TOTAL_REVIEWS,AVERAGE_RATING,5RATING,4RATING,3RATING,2RATING,1RATING,DEVELOPER_SITE,DEVELOPER_CONTACT,DEVELOPER_NAME,Column1
air.speedFinger,speedFinger,Arcade and Action,0,Everyone,"5,000 - 10,000",0.19,1.0.7,2.2,12/7/2011,11,4.45,8,0,3,0,0,http://shpe.ro,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
air.speedFingerTool,Speed Finger Tool,Tools,0,Everyone,"10,000 - 50,000",9.3,1.0.2,2.2,7/6/2013,28,3.71,15,3,3,1,6,http://work.shpe.ro/?id2%3D00030032,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
air.talkingDragon,Talking Dragon (3 headed),Entertainment,0,Everyone,"1,000 - 5,000",0.23,1.0.1,2.2,10/31/2013,4,4.75,3,1,0,0,0,http://shpe.ro,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
air.talkingDragonFREE,Talking Dragon + neck stretch,Entertainment,0,Everyone,"500 - 1,000",0.55,1.0.5,2.2,12/31/2012,4,5,4,0,0,0,0,http://shpe.ro,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
air.vTweetIt,VTweetIT Live Stream VideoBlog,Social,0,Low Maturity,"500 - 1,000",1.2,1.0.039,2.2,11/14/2011,5,4.8,4,1,0,0,0,http://vtweet.maars.net/video,97314952729571080a4ff130e377fcbac25e1d30,8616fa5b38916053365384f5124db13b9011180f,
air.vTweetPro,VtweetIT Video Live Stream Pro,Media & Video,0,Low Maturity,"10,000 - 50,000",9.9,1.0.022,2.2,12/13/2012,59,4.29,44,1,7,1,6,http://vtweet.maars.net,bf7176224dbba7c7349f58ba34bbd2f2cd0483bf,8616fa5b38916053365384f5124db13b9011180f,
air.vuvuzelaPiano,Vuvuzela Piano,Entertainment,0,Everyone,"500 - 1,000",0.07,1.0.0,2.2,8/5/2011,1,5,1,0,0,0,0,http://shpe.ro,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
air.wirelessCharger,wireless charger,Entertainment,0,Everyone,"500 - 1,000",0.3,1.0.1,2.2,11/30/2013,10,4.3,8,0,0,1,1,http://shpe.ro,86e62b454ecd7499526362208fcd152cf4ccce6c,438fb2a0eb8f9b33d6d020cb02bf805869496bfa,
alice.superman.golocker,Superman Go Locker,Personalisation,0,Low Maturity,"5,000 - 10,000",1.1,1.1,2.0.1,12/27/2013,49,4.45,36,5,4,2,2,,5c04ba47c682a48df14679513410f0dfc4688d32,aac7624db0b6fa5363546ab4536a9ba5359c66c1,
alpha.earthalbum.photo.travel.wallpaper,EarthAlbum Photo Travel,Travel & Local,0,Everyone,"100,000 - 500,000",0.13,0.2,1.5,11/16/2012,511,4.31,321,97,50,16,27,http://www.socialnmobile.com,f1cac4f50a2a77c0c2d2e8de277d2b2f4463c4ea,70440046a3dc2e079f23ee1c57dfa76669b732aa,
alpmob.gta4,GTA 4 Cheats,Entertainment,0,Low Maturity,"10,000 - 50,000",1.2,1.1,2.2,9/25/2013,300,4.21,208,27,17,16,32,,83c31fbf126086b79d31ea2f4f8884ec9dd1a225,a83cc86026d8168e8f348e58bc0182af49e57a1c,
alpmob.mariokartwii,Mario Kart Wii Cheats,Entertainment,0,Everyone,"50,000 - 100,000",1.2,1.1,2.2,9/25/2013,243,3.68,130,30,17,7,59,,83c31fbf126086b79d31ea2f4f8884ec9dd1a225,a83cc86026d8168e8f348e58bc0182af49e57a1c,
alpmob.pokemon,Pokemon Cheats,Entertainment,0,Low Maturity,"50,000 - 100,000",1.3,1.2,2.2,10/1/2013,278,3.86,156,36,25,12,49,,83c31fbf126086b79d31ea2f4f8884ec9dd1a225,a83cc86026d8168e8f348e58bc0182af49e57a1c,
amishrecipes.amish.recipes.cookbook,Amish Cookbook Recipes,Lifestyle,0,Low Maturity,"1,000 - 5,000",5.3,1,2.2,7/24/2013,5,4.8,4,1,0,0,0,http://www.apps-ahoy.com,ad8be7e35c24ff265bac39118022dc787369ecbd,1007dbd84fca2567893ffd01c354257080dae2d0,
androidPlatform.plugin.multiwindow.Gmail,Gmail window,Entertainment,0,Everyone,"10,000 - 50,000",1.5,2.0.1,2.2,12/21/2013,91,3.88,54,10,7,2,18,http://multiwindows.mobilewebpage.net,e0f790ddd6db8c7c3dd8ac2c9c7cb8bb5cdd1f72,09d40bdb1ef1ad2f934e9bd71b8ec65dc9cf3742,
app.manager.sd,App Manager,Tools,0,Everyone,"50,000 - 100,000",1.3,1.2,2.1,1/2/2014,706,4.04,432,96,49,34,95,http://www.renkmobil.com,bba1c84d9e0ce5bb74fc2c48e7a6671b31ceb2ad,2a39b8de4d035e9e296586cfb0399f161d52470a,
app12040.vinebre,Plants Vs Zonbies Cheats,Casual,0,Everyone,"5,000 - 10,000",0.85,2.8,2.2,11/28/2013,67,3.85,41,5,3,6,12,,9898c3c7a17d4d878ba8e7ca299ba0bdbbbd8146,2c347dfabb4e32f1bf47330a45db75f4d20fbb21,
app12291.vinebre,Bunny Carrots Skatter Cheats,Casual,0,Everyone,"1,000 - 5,000",0.85,2.8,2.2,12/3/2013,18,4.44,14,1,1,1,1,,9898c3c7a17d4d878ba8e7ca299ba0bdbbbd8146,2c347dfabb4e32f1bf47330a45db75f4d20fbb21,
app12292.vinebre,Cheats Hobbit Kingdoms Middle.,Casual,0,Everyone,"5,000 - 10,000",0.89,2.8,2.2,12/3/2013,113,3.3,53,7,11,5,37,,9898c3c7a17d4d878ba8e7ca299ba0bdbbbd8146,2c347dfabb4e32f1bf47330a45db75f4d20fbb21,
app12384.vinebre,Castlee Clash - Tips-Cheats,Casual,0,Everyone,"10,000 - 50,000",0.91,2.8,2.2,12/20/2013,463,3.19,211,29,30,25,168,,9898c3c7a17d4d878ba8e7ca299ba0bdbbbd8146,2c347dfabb4e32f1bf47330a45db75f4d20fbb21,
appinventor.ai_DeAnnaBeth1964.AntiVirus,Anti Virus FREE,Tools,0,Low Maturity,"10,000 - 50,000",1.3,1,1.5,10/5/2013,71,3.99,40,12,5,6,8,,9ae44ebc14079cd21c2d5bf55234cfa3ed5f7f50,e14b723ee0801c63ed28af9e9225cc27b78662d9,
appinventor.ai_DeAnnaBeth1964.CarRemote,Car Remote,Tools,1.99,Everyone,100 - 500,1.3,1,1.5,11/13/2013,11,1.73,2,0,0,0,9,http://www.midnightdroid.com+,9ae44ebc14079cd21c2d5bf55234cfa3ed5f7f50,e14b723ee0801c63ed28af9e9225cc27b78662d9,
appinventor.ai_DeAnnaBeth1964.HackWiFiPRO,Hack WiFi,Entertainment,1.99,Low Maturity,100 - 500,1.3,1,1.5,11/13/2013,3,2.33,1,0,0,0,2,,9ae44ebc14079cd21c2d5bf55234cfa3ed5f7f50,e14b723ee0801c63ed28af9e9225cc27b78662d9,
appinventor.ai_DeAnnaBeth1964.OuijaBoard,Ouija Board,Entertainment,4.26,Medium Maturity,100 - 500,1.4,1,1.5,11/13/2013,10,3.5,6,0,0,1,3,,9ae44ebc14079cd21c2d5bf55234cfa3ed5f7f50,e14b723ee0801c63ed28af9e9225cc27b78662d9,
appinventor.ai_DeAnnaBeth1964.VolumeBooster,Volume Booster,Music & Audio,1.99,Everyone,100 - 500,1.3,1,1.5,11/13/2013,9,4.11,7,0,0,0,2,,9ae44ebc14079cd21c2d5bf55234cfa3ed5f7f50,e14b723ee0801c63ed28af9e9225cc27b78662d9,
appinventor.ai_ezzyapps.EWP_V2,Ezzy Wedding Planner,Lifestyle,1.99,Everyone,100 - 500,2.6,2.1,1.5,12/30/2011,2,4.5,1,1,0,0,0,http://ezzyapps.net.au,62da82fc8eca8d06a35d0e04b1c9b24dbd433f5f,098b9cad1011765e2c1185baa223c8bf5f668ffa,
appinventor.ai_ezzyapps.Insanity,Insanity Companion App,Health & Fitness,2.11,Everyone,"500 - 1,000",3.3,1.1.1,1.5,1/2/2013,16,2.63,4,1,3,1,7,http://ezzyapps.net.au,62da82fc8eca8d06a35d0e04b1c9b24dbd433f5f,098b9cad1011765e2c1185baa223c8bf5f668ffa,
appinventor.ai_idigitalbox.Communication,Communication Skills,Books & Reference,0,Everyone,"5,000 - 10,000",2.1,1,1.5,4/15/2013,18,3.78,11,2,0,0,5,http://iforyou.net,051acd491ec4f438632187041125ba73691a26b9,44719a2c5c5c79d0b2917a75c38a36891b6f5d04,
appinventor.ai_monastucecom.BodyLanguageGuide,Body Language Guide,Books & Reference,0,Everyone,100 - 500,1.7,1,1.5,9/25/2013,0,0,0,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.CreativeThinking,Creative Thinking,Books & Reference,0,Everyone,"500 - 1,000",1.5,1,1.5,11/20/2013,0,0,0,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.EugenieKitchen,Kitchen Recipes,Books & Reference,0,Everyone,"500 - 1,000",1.7,1,1.5,9/18/2013,2,5,2,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.EvilSerialKillers,Top 10 Evil Serial Killers,Books & Reference,0,Everyone,100 - 500,1.6,1,1.5,10/4/2013,3,1,0,0,0,0,3,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.GTA5stuntjumplocations,GTA 5 Stunt Jump Locations,Books & Reference,0,Everyone,"1,000 - 5,000",2.2,2,1.5,11/20/2013,29,3.38,14,3,1,2,9,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.GalaxyNote3Tips,Galaxy Note 3 Tips,Entertainment,0,Everyone,"1,000 - 5,000",1.8,1,1.5,11/20/2013,6,4.33,5,0,0,0,1,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.JoyofBaking,Joy of Baking Recipes,Books & Reference,0,Everyone,"1,000 - 5,000",1.7,1,1.5,11/20/2013,6,4,3,2,0,0,1,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.PersonalityDevelopment,Personality Development,Books & Reference,0,Everyone,"1,000 - 5,000",1.6,1,1.5,11/20/2013,10,4.4,6,3,0,1,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.PitchPerfectLyrics,Pitch Perfect Lyrics,Music & Audio,0,Everyone,"1,000 - 5,000",2.2,1,1.5,9/27/2013,15,4.53,11,2,1,1,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.PsychologyTricks,10 Psychology Tricks,Books & Reference,0,Everyone,"500 - 1,000",1.6,1,1.5,10/4/2013,1,2,0,0,0,1,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.SettingGoalsBetterLife,Setting Goals = Better Life,Books & Reference,0,Everyone,50 - 100,1.7,1,1.5,9/18/2013,0,0,0,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.ThePowerOfPositiveThinking,The Power Of Positive Thinking,Lifestyle,0,Everyone,100 - 500,1.8,1,1.5,9/18/2013,1,5,1,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.Top20InterviewQuestions,Interview Questions,Books & Reference,0,Everyone,100 - 500,1.7,1,1.5,10/4/2013,1,5,1,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.YellowSaffronRecipes,recipes for everyday,Books & Reference,0,Everyone,100 - 500,1.7,1,1.5,9/18/2013,1,5,1,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.improveyourbrainmemory,Improve Your Brain Memory,Books & Reference,0,Everyone,100 - 500,1.8,1,1.5,9/25/2013,1,5,1,0,0,0,0,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_monastucecom.skinCare,Best Natural Skin Care Recipes,Health & Fitness,0,Everyone,"5,000 - 10,000",1.4,1,1.5,11/20/2013,9,3.78,6,0,0,1,2,http://appswin8.com/,bba52f69263f439129d61bc22e3d926c5a397caf,99fe89b45506d9c2743e01896a0233639ae176c9,
appinventor.ai_nasasesoft.BounceClub,Bouncing Boobs,Entertainment,0,High Maturity,"5,000 - 10,000",8.1,1.1,1.5,12/23/2013,60,4.17,38,9,4,3,6,,e74f9122b3296dd652ef0b8776ef0b0c53fcebc1,456b8a8b4690f821dd54a2a77d8f4d181cad441c,
appinventor.ai_phanthuong_design.ThePowerof_Your_Subconscious_Mind,Subconscious Mind,Books & Reference,0,Everyone,"5,000 - 10,000",2,1,1.5,5/12/2013,23,4.48,17,2,3,0,1,http://iphotome.net,051acd491ec4f438632187041125ba73691a26b9,44719a2c5c5c79d0b2917a75c38a36891b6f5d04,
appinventor.ai_phanthuong_design.Working,Working Capital Management,Business,0,Everyone,100 - 500,1.6,1,1.5,5/16/2013,2,5,2,0,0,0,0,http://iphotome.net,051acd491ec4f438632187041125ba73691a26b9,44719a2c5c5c79d0b2917a75c38a36891b6f5d04,
appinventor.ai_thuongphan_vt.How_To_Win,How to Win Friends Influence,Books & Reference,0,Everyone,"500 - 1,000",1.6,1,1.5,6/3/2013,4,3.25,2,0,0,1,1,http://iphotome.net,051acd491ec4f438632187041125ba73691a26b9,44719a2c5c5c79d0b2917a75c38a36891b6f5d04,
appinventor.ai_vn_andpoint.teachrich,I will teach you to be rich,Books & Reference,0,Everyone,"1,000 - 5,000",1.4,1,1.5,4/8/2013,3,5,3,0,0,0,0,http://iphotome.net,051acd491ec4f438632187041125ba73691a26b9,44719a2c5c5c79d0b2917a75c38a36891b6f5d04,
ast.lqa,Logo Quiz Answers,Brain and Puzzle,0,Everyone,"50,000 - 100,000",4,1.1,2.2,3/27/2013,339,4.23,228,38,28,12,33,http://vk.com/nksthetics,602ed3e6405ec0e7e429e141588bf0d86ee57cb5,33e9568cd3fcb56145fe4783e7bb902fc7e8c880,
ast.lzr,Lazors Guide,Brain and Puzzle,0,Everyone,"10,000 - 50,000",1.7,1,2.2,5/3/2013,97,4.12,63,9,11,2,12,http://vk.com/nksthetics,602ed3e6405ec0e7e429e141588bf0d86ee57cb5,33e9568cd3fcb56145fe4783e7bb902fc7e8c880,
asus.download.mp3,Simple Mp3 Downloader,Music & Audio,0,Everyone,"100,000 - 500,000",1,1.6,2.2,12/11/2013,1042,3.81,559,157,90,43,193,,af0cc16df492466266d3565ae76fff90cbd58e67,b4f0933b5cd36efec94e8403372914a10dbf9b3d,
at.ner.lepsWorld2,Lep's World 2,Arcade and Action,0,Everyone,"10,000,000 - 50,000,000",45,1.7,2.2,11/25/2013,65837,4.56,50939,7529,3347,1099,2923,https://LepsWorld2.com,d0419e524f4db90ebd8f7d7b0285e08847aac9e9,73191a9cc05ad5040fb0b536b995705bf2679f40,https://lepsworld2.com/privacy_policy.pdf
at.ner.lepsWorld3Plus,Lep's World 3,Arcade and Action,0,Everyone,"5,000,000 - 10,000,000",46,1.3,2.3,12/18/2013,59308,4.27,40317,7386,4229,2247,5129,http://www.LepsWorld3.com,8efd29428cd10df217aaf8ddfa994e006220a24a,73191a9cc05ad5040fb0b536b995705bf2679f40,http://www.LepsWorld3.com/privacy_policy.pdf
at.nerbrothers.SuperJump,Lep's World,Arcade and Action,0,Everyone,"10,000,000 - 50,000,000",15,1.9.6,2.2,12/4/2013,80663,4.57,62506,9582,3756,1282,3537,https://LepsWorld2.com,d0419e524f4db90ebd8f7d7b0285e08847aac9e9,73191a9cc05ad5040fb0b536b995705bf2679f40,https://LepsWorld2.com/privacypolicy
au.com.dealsmap.lwp.cube.FavoriteXperiaIon,Xperia Z 3D Live Wallpaper,Personalization,0,Low Maturity,"100,000 - 500,000",2.2,1.3.5,2.2,10/21/2013,3930,4.38,2628,692,303,88,219,,8fe29946dc957f1a45e51a9113943fa836cff4b8,05fe9269ca2226f6ad749484bc26d56eaed337f6,
au.com.dealsmap.lwp.cube.HellFire,HellFire 3D Live Wallpaper,Personalization,0,Medium Maturity,"100,000 - 500,000",2.5,1.3.5,2.2,10/23/2013,4121,4.37,2825,639,291,86,280,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,05fe9269ca2226f6ad749484bc26d56eaed337f6,
au.com.dealsmap.lwp.cube.PackAbstractStar,Star Live Wallpaper Wallpaper,Personalisation,0,Low Maturity,100 - 500,2.4,1.3.0,2.1,3/14/2013,4,3.25,2,0,0,1,1,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,78f99d1e53573f5074c3b597bc7abeda5d37655a,
au.com.dealsmap.lwp.cube.PackAdultJokes,Adult Jokes Live Wallpaper,Personalisation,0,High Maturity,"10,000 - 50,000",2,1.2.9,2.1,12/17/2012,193,4.03,107,34,24,6,22,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,78f99d1e53573f5074c3b597bc7abeda5d37655a,
au.com.dealsmap.lwp.cube.PackAloneInTheRain,The Rain Live Wallpaper LWP,Personalization,0,Low Maturity,"1,000 - 5,000",3.1,1.2.9,2.1,2/13/2013,8,4.5,5,2,1,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackAmazingWaterfall,Waterfall Live Wallpaper LWP,Personalisation,0,Low Maturity,"1,000 - 5,000",3.2,1.2.9,2.1,1/21/2013,6,4.33,3,2,1,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackAndroid,Android 4.4 KitKat Wallpaper,Personalisation,0,Low Maturity,"500,000 - 1,000,000",2.4,1.3.5,2.2,11/19/2013,11098,4.48,8009,1736,624,174,555,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackAndroid2,Android Live Wallpaper 2,Personalization,0,Low Maturity,"10,000 - 50,000",2.3,1.2.9,2.1,12/17/2012,270,4.37,191,35,17,7,20,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,283c74b9ff5f6e98003d7aca766b40d908ab4179,
au.com.dealsmap.lwp.cube.PackAngelEyes,Angel Eyes Live Wallpaper LWP,Personalisation,0,Low Maturity,100 - 500,2.4,1.2.9,2.1,2/25/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,283c74b9ff5f6e98003d7aca766b40d908ab4179,
au.com.dealsmap.lwp.cube.PackAngelStairs,Stairs Live Wallpaper LWP,Personalisation,0,Low Maturity,"500 - 1,000",2.6,1.2.9,2.1,2/25/2013,8,4.88,7,1,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,66d0fa90d6fb0ea65ba1e01ad24d22f3e910d0c8,
au.com.dealsmap.lwp.cube.PackAnimalIce,Animal Ice Live Wallpaper LWP,Personalisation,0,Low Maturity,50 - 100,2.6,1.3.0,2.1,4/13/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackAnimalLove,Love Live Wallpaper Wallpaper,Personalisation,0,Low Maturity,100 - 500,2.6,1.2.9,2.1,2/28/2013,3,5,3,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,81fc513139837a1175904443face787d23d85ca6,
au.com.dealsmap.lwp.cube.PackAquariumJellyfish,Jellyfish Live Wallpaper LWP,Personalization,0,Low Maturity,"1,000 - 5,000",2.3,1.2.9,2.1,2/13/2013,29,4.14,17,4,5,1,2,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackAutumnBlues,Autumn Blues Live Wallpaper,Personalisation,0,Low Maturity,"500 - 1,000",2.6,1.2.9,2.1,1/10/2013,1,1,0,0,0,0,1,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackBabyButterfly,Baby Butterfly Live Wallpaper,Personalisation,0,Low Maturity,100 - 500,2.2,1.2.9,2.1,1/7/2013,2,5,2,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,78f99d1e53573f5074c3b597bc7abeda5d37655a,
au.com.dealsmap.lwp.cube.PackBadass,Badass Live Wallpaper,Personalisation,0,High Maturity,"10,000 - 50,000",1.8,1.2.9,2.1,12/17/2012,314,4.44,216,55,22,6,15,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackBeautifulMeteor,Meteor Live Wallpaper LWP,Personalisation,0,Low Maturity,100 - 500,2.9,1.3.0,2.1,4/4/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackBeautifulRainDrops,Rain Drops Live Wallpaper LWP,Personalization,0,Low Maturity,"1,000 - 5,000",2.7,1.2.9,2.1,2/15/2013,27,4.56,21,3,1,1,1,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,283c74b9ff5f6e98003d7aca766b40d908ab4179,
au.com.dealsmap.lwp.cube.PackBeautifulSnowfall,Snowfall Live Wallpaper LWP,Personalisation,0,Low Maturity,"500 - 1,000",3.3,1.2.9,2.1,1/21/2013,5,3.8,2,1,1,1,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackBigCat,Big Cat Live Wallpaper,Personalization,0,Low Maturity,"100,000 - 500,000",2.3,1.2.9,2.1,3/28/2013,1007,4.49,694,194,67,18,34,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,66d0fa90d6fb0ea65ba1e01ad24d22f3e910d0c8,
au.com.dealsmap.lwp.cube.PackBigPlanet,Big Planet Live Wallpaper LWP,Personalisation,0,Low Maturity,50 - 100,2.3,1.3.0,2.1,4/13/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackBirdSnowfall,Galaxy Note 2SnowfallLWP7,Personalization,0,Low Maturity,100 - 500,2.3,1.3.0,2.1,4/13/2013,1,5,1,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackBrightHeart,Heart Live Wallpaper LWP,Personalization,0,Low Maturity,"1,000 - 5,000",2.3,1.3.0,2.1,4/13/2013,14,3.86,7,4,0,0,3,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackBubbleBeer,Bubble Beer Live Wallpaper,Personalization,0,Low Maturity,"10,000 - 50,000",2.1,1.2.9,2.1,12/17/2012,140,4.29,82,36,10,5,7,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackButterfly,Butterfly Live Wallpaper,Personalization,0,Low Maturity,"100,000 - 500,000",2.4,1.3.5,2.2,10/23/2013,1309,4.39,856,254,110,31,58,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackCat,Cat Live Wallpaper,Personalisation,0,Low Maturity,"10,000 - 50,000",2,1.2.9,2.1,12/17/2012,201,4.28,137,24,17,6,17,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,092b4439f4391f2937b9c122affbce0a10ab52d7,
au.com.dealsmap.lwp.cube.PackChristmas1,Christmas Live Wallpaper,Personalisation,0,Low Maturity,100 - 500,2.2,1.2.9,2.1,12/17/2012,3,3.67,2,0,0,0,1,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,1fe3b428053b811d36e32886ebdad07b3bf9ae0c,
au.com.dealsmap.lwp.cube.PackChurchCross,Galaxy Note 2CrossLWP2,Personalization,0,Low Maturity,50 - 100,2.4,1.3.0,2.1,4/4/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackChurchOfJesus,Of Jesus Live Wallpaper LWP,Personalisation,0,Low Maturity,100 - 500,2.9,1.3.0,2.1,4/4/2013,0,0,0,0,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackCityLight,City Light Live Wallpaper LWP,Personalisation,0,Low Maturity,"500 - 1,000",3.5,1.3.0,2.1,3/28/2013,4,3.5,2,0,1,0,1,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,283c74b9ff5f6e98003d7aca766b40d908ab4179,
au.com.dealsmap.lwp.cube.PackClownFish,Clown Fish Live Wallpaper LWP,Personalisation,0,Low Maturity,"500 - 1,000",2.7,1.3.0,2.1,4/13/2013,5,4.4,3,1,1,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,b40f7a206b899684cc31cee5b5f6fd95068fa933,
au.com.dealsmap.lwp.cube.PackColdWater,Cold Water Live Wallpaper,Personalization,0,Low Maturity,"500 - 1,000",2,1.2.9,2.1,1/10/2013,6,4.83,5,1,0,0,0,http://freelwp.com,8fe29946dc957f1a45e51a9113943fa836cff4b8,78f99d1e53573f5074c3b597bc7abeda5d37655a,
